date,open,high,low,close,volume
2004-01-02,23.756802228571694,23.9816052330394,23.644401492010434,23.716659545898438,414400
2004-01-05,23.817018575536483,24.04583524333865,23.79293204632485,23.993648529052734,396800
2004-01-06,23.965546411466978,24.114076167931945,23.941459884197617,24.029775619506836,533500
2004-01-07,23.9254041893201,24.0217487750658,23.849132476974304,23.921390533447266,353200
2004-01-08,23.96554315347831,24.094001552094788,23.893285112838427,23.96955680847168,448100
2004-01-09,23.969560433076108,24.085976352971635,23.897302381509583,23.93744659423828,369900
2004-01-12,24.12611606870617,25.490988506805383,24.12611606870617,24.949054718017578,1643300
2004-01-13,25.129707448875248,25.27020993032624,24.294727530035296,24.595802307128906,799500
2004-01-14,24.639958090165354,25.045404748370824,24.639958090165354,25.025333404541016,615200
2004-01-15,24.989199443510177,25.218016086991337,24.880812370596193,25.053428649902344,514400
2004-01-16,25.37056190102109,25.486977820165407,25.14174524965198,25.258159637451172,438900
2004-01-20,25.209991357888544,25.43479438261121,25.04941908138263,25.318378448486328,452100
2004-01-21,25.478948052104375,25.486976894306647,25.330416768379987,25.410703659057617,488200
2004-01-22,25.414723039466136,25.42275188299323,25.193933670834355,25.318378448486328,425600
2004-01-23,25.366546385827267,25.370561572694832,25.061458031731714,25.121673583984375,288200
2004-01-26,25.1859071011919,25.38260841369629,25.069491163634808,25.38260841369629,343500
2004-01-27,25.282245837749628,25.310346020442175,25.0293426621716,25.121673583984375,338400
2004-01-28,25.28224677041444,25.426762876075955,24.96511437536224,24.96912956237793,598600
2004-01-29,24.97314515566867,25.230062016180554,24.8687732553402,25.1818904876709,381000
2004-01-30,25.08153025824937,25.418733993819583,25.029343546542805,25.29027557373047,462100
2004-02-02,25.109631843296356,25.579309212177684,25.109631843296356,25.527122497558594,927500
2004-02-03,25.390632364402233,25.968696753233658,25.3304168134506,25.751922607421875,606000
2004-02-04,25.68367657730054,25.691705419005377,25.45084629324019,25.675647735595703,658700
2004-02-05,25.691707208367596,25.75192275967524,25.61142031707243,25.727834701538086,561600
2004-02-06,25.771993308037917,25.924539784087766,25.71178081769219,25.92052459716797,407900
2004-02-09,25.880381795866818,26.085113450162392,25.808123745097216,25.97270965576172,309300
2004-02-10,25.972707414872577,26.08511119957521,25.880379562943595,26.028907775878906,274700
2004-02-11,26.032920882141493,26.354068401677576,25.824177138325847,26.31793785095215,467800
2004-02-12,26.217585110725377,26.350058719909168,26.153357431014985,26.22962760925293,352500
2004-02-13,26.29385865788726,26.3942168970395,25.840240519487672,26.05299949645996,509600
2004-02-17,26.093138615536706,26.50259882776615,26.03292306773209,26.426328659057617,475900
2004-02-18,26.386190537828146,26.45844859513333,26.0971583086074,26.241674423217773,357500
2004-02-19,26.241669156556277,26.466470595192668,26.217581100495305,26.325969696044922,597000
2004-02-20,26.32597419433453,26.40625956108297,26.10116965459614,26.213573455810547,430800
2004-02-23,26.281815408326345,26.281815408326345,25.996798384799998,26.145326614379883,432400
2004-02-24,25.992783658556956,26.125257267847026,25.84024023926832,26.036941528320312,562800
2004-02-25,25.936580839044705,26.133282109506872,25.936580839044705,26.09715461730957,300100
2004-02-26,26.173428270244347,26.18948595647599,26.05701540477328,26.153358459472656,413500
2004-02-27,26.157374735343588,26.474504097873037,26.09715917514144,26.410276412963867,734700
2004-03-01,26.394220703706722,26.68325296418089,26.37414782790513,26.643110275268555,452900
2004-03-02,26.574859966327057,26.896007550211692,26.574859966327057,26.610990524291992,441500
2004-03-03,26.67923136900951,27.03249123436386,26.635073503003955,26.948190689086914,407000
2004-03-04,26.91607788190255,26.988335928321096,26.787619473012917,26.936147689819336,328100
2004-03-05,26.87593381641045,26.912064373217497,26.70331753157514,26.84783363342285,475800
2004-03-08,26.747475923409887,27.016438323205286,26.747475923409887,26.759521484375,300800
2004-03-09,26.775575749354726,26.86790667271234,26.538731785939092,26.631059646606445,427700
