date,close,volume
2004-01-02,13.398385047912598,6951300
2004-01-05,13.798190116882324,10725100
2004-01-06,14.17849349975586,13702000
2004-01-07,14.802582740783691,21337500
2004-01-08,15.085372924804688,16892700
2004-01-09,14.968355178833008,13080800
2004-01-12,14.90009593963623,12724900
2004-01-13,14.490537643432617,13418200
2004-01-14,14.500288963317871,9747700
2004-01-15,14.461285591125488,11584000
2004-01-16,14.588052749633789,7773800
2004-01-20,14.744071960449219,6780800
2004-01-21,14.636810302734375,6349000
2004-01-22,14.100481986999512,8100000
2004-01-23,14.344266891479492,8397900
2004-01-26,14.627057075500488,7336200
2004-01-27,15.319406509399414,22659200
2004-01-28,15.70945930480957,25583900
2004-01-29,15.572940826416016,18792900
2004-01-30,15.70945930480957,8848300
2004-02-02,15.59244441986084,10391200
2004-02-03,15.563186645507812,11672100
2004-02-04,15.338909149169922,9939800
2004-02-05,15.06587028503418,9785000
2004-02-06,15.748464584350586,9909600
2004-02-09,15.504679679870605,8283500
2004-02-10,15.806975364685059,7345000
2004-02-11,15.797221183776855,7506500
2004-02-12,15.446171760559082,9810000
2004-02-13,15.338909149169922,7262600
2004-02-17,15.64120101928711,6731200
2004-02-18,16.011754989624023,11196000
2004-02-19,15.738712310791016,10990400
2004-02-20,15.18288516998291,12600900
2004-02-23,14.705068588256836,10218300
2004-02-24,14.773324966430664,7282700
2004-02-25,14.870840072631836,5224700
2004-02-26,14.802582740783691,5911300
2004-02-27,14.666065216064453,7138600
2004-03-01,14.968355178833008,5852700
2004-03-02,15.436423301696777,13903900
2004-03-03,15.670452117919922,8809800
2004-03-04,15.884984970092773,6966100
2004-03-05,15.9044828414917,6783300
2004-03-08,15.085372924804688,7992000
2004-03-09,15.026863098144531,8513100
2004-03-10,14.25650691986084,12292900
2004-03-11,14.0712308883667,11173300
2004-03-12,14.344266891479492,9598100
2004-03-15,14.158992767333984,7651800
2004-03-16,14.480788230895996,9629900
2004-03-17,15.085372924804688,9872800
2004-03-18,15.416919708251953,10451300
2004-03-19,15.299901962280273,8932100
2004-03-22,15.036615371704102,10076800
2004-03-23,15.426671981811523,11861400
2004-03-24,15.416919708251953,15344000
2004-03-25,15.173135757446289,24402800
2004-03-26,15.514431953430176,12511000
2004-03-29,15.797221183776855,8492100
2004-03-30,15.9044828414917,7249600
2004-03-31,16.294538497924805,15037300
2004-04-01,16.479822158813477,14366000
2004-04-02,17.25992774963379,16371600
2004-04-05,17.51346206665039,20485300
2004-04-06,17.064895629882812,12219300
2004-04-07,16.86012840270996,19555800
2004-04-08,16.918628692626953,8305100
2004-04-12,16.76260757446289,7580300
2004-04-13,16.577333450317383,8815700
2004-04-14,16.08000946044922,17612100
2004-04-15,15.611946105957031,14255300
2004-04-16,15.514431953430176,8903200
2004-04-19,15.416919708251953,9257300
2004-04-20,14.987859725952148,13388400
2004-04-21,14.997610092163086,11161600
2004-04-22,15.01711368560791,7902800
2004-04-23,15.153632164001465,5263900
2004-04-26,15.085372924804688,7016700
2004-04-27,14.90009593963623,9059900
2004-04-28,13.924960136413574,21219300
2004-04-29,13.32037353515625,17675300
2004-04-30,13.28136920928955,7243900
2004-05-03,13.369132041931152,9818700
2004-05-04,13.369132041931152,9310200
2004-05-05,13.544657707214355,8548000
2004-05-06,13.788439750671387,11307100
2004-05-07,14.022473335266113,14087800
2004-05-10,13.944461822509766,9124300
2004-05-11,14.090731620788574,7217400
2004-05-12,13.710430145263672,9193300
2004-05-13,13.681173324584961,6345700
2004-05-14,13.515400886535645,7677300
2004-05-17,13.222861289978027,6547500
