date,open,high,low,close,volume
2004-01-02,35.999856113239495,36.158212555617624,35.517241482774374,35.5926513671875,401600
2004-01-05,35.74346479082871,36.27131954753208,35.69067931515838,36.165748596191406,484800
2004-01-06,36.16576566416443,36.16576566416443,35.532336780589006,35.66807174682617,668900
2004-01-07,35.55493918552578,35.9395194340944,35.441825824809705,35.77362060546875,429100
2004-01-08,35.76609932474352,36.15822219848633,35.59266085922928,36.15822219848633,497700
2004-01-09,35.93199577598867,36.34674015437286,35.796260833740234,35.796260833740234,625600
2004-01-12,35.80380753871708,35.80380753871708,35.26086766124795,35.396602630615234,505300
2004-01-13,35.532336780589006,35.916920143792325,35.40414424391726,35.66807174682617,766400
2004-01-14,35.818872227545484,36.04509610840091,35.64543382300323,35.698219299316406,530100
2004-01-15,35.7057619344365,35.92444628468515,35.366427522125164,35.8565788269043,636100
2004-01-16,36.120506511832374,36.54279032848043,36.04509663272182,36.203453063964844,608300
2004-01-20,36.18082951346056,36.31656441166961,35.811331194574606,35.86411666870117,480200
2004-01-21,36.00739992499453,36.14313485640993,35.30610373821272,35.720848083496094,532200
2004-01-22,35.781169447745704,35.781169447745704,35.41166822951613,35.53986358642578,566900
2004-01-23,35.46444372633019,35.796241349713696,35.07232109289003,35.37395477294922,505800
2004-01-26,35.47953985482484,35.630356755032494,34.89889665881092,35.40413284301758,451600
2004-01-27,35.59265614051917,36.572961756614916,35.59265614051917,35.743473052978516,908900
2004-01-28,35.75099993185077,36.42213193398271,35.75099993185077,35.992305755615234,790100
2004-01-29,36.007387236991775,36.72376515000955,35.909355848492346,36.64081573486328,758200
2004-01-30,36.51263010110085,36.74639643529843,36.309030598217234,36.64836502075195,578700
2004-02-02,36.64836115416509,36.85950593834166,36.339187842377584,36.4975471496582,747500
2004-02-03,36.49755475955745,36.50509431071772,35.81888009139887,35.894287109375,670100
2004-02-04,35.864112487067146,35.916897955039104,35.38904039872726,35.44182586669922,652800
2004-02-05,35.441836103696616,35.441836103696616,34.92152082200309,34.98184585571289,863000
2004-02-06,35.06480026245117,35.215617182984715,34.936607749783434,35.06480026245117,482700
2004-02-09,35.10249401326538,35.89427903017054,35.01200503674291,35.65297317504883,504000
2004-02-10,35.781175107351125,36.48247127667332,35.72838962162522,36.437225341796875,531200
2004-02-11,36.42967665198698,37.12343021982743,36.346727230485946,37.04802322387695,647300
2004-02-12,36.738856837061746,36.74639638743564,36.24116309118696,36.384437561035156,280500
2004-02-13,36.3844281087215,36.48245949767271,36.045090898192164,36.1280403137207,307600
2004-02-17,36.34674111036933,36.572965061202375,36.12805671137349,36.21100616455078,550700
2004-02-18,36.361817919627356,36.39197899928058,35.916909633068826,36.195919036865234,563500
2004-02-19,36.22608489229402,36.46739080172966,35.826419642559145,35.894287109375,547500
2004-02-20,36.045096028902854,36.21853443306259,35.43429183959961,35.43429183959961,645500
2004-02-23,35.44183206254725,35.44183206254725,34.913974413956716,35.04970932006836,780400
2004-02-24,35.049707838641346,35.47199451498376,35.01954388820418,35.215606689453125,668200
2004-02-25,34.80087874660717,34.966774798564714,34.34842790781043,34.69530487060547,2227900
2004-02-26,34.74446108461872,34.90331814905997,34.59316740557077,34.782283782958984,603900
2004-02-27,34.797417339587966,34.9260151054957,34.525089263916016,34.525089263916016,1102300
2004-03-01,34.683938039336795,35.107559709556305,34.63855196138629,35.01678466796875,703300
2004-03-02,35.01677595243619,35.17563295709719,34.78227069387531,34.865482330322266,781100
