date,open,high,low,close,volume
2004-01-02,18.801827350383,18.909718893110664,18.18325315060709,18.276758193969727,5673750
2004-01-05,18.54701512706805,18.738000205739755,18.2335150534758,18.676740646362305,6769050
2004-01-06,18.676742333288306,18.719982802347186,18.40287846888508,18.6082763671875,6404400
2004-01-07,18.395670849299506,18.864121948234306,18.345221920474383,18.81367301940918,8092650
2004-01-08,19.278515479732288,19.43346440018237,18.954202778784403,19.357789993286133,10212300
2004-01-09,19.282126108323105,19.743370903469742,19.022677070881805,19.458696365356445,8634150
2004-01-12,19.501944070002708,19.548788789769056,18.889354356176295,19.224475860595703,5652300
2004-01-13,19.238886880447676,19.42266355162397,19.116369786969415,19.397438049316406,4491600
2004-01-14,19.3469838311221,19.368605095227853,19.098345479657617,19.332571029663086,5108700
2004-01-15,19.39383228349196,19.581211090318337,19.166813114400114,19.523555755615234,5130000
2004-01-16,19.51274194925166,19.51274194925166,19.321758941846976,19.411846160888672,5299950
2004-01-20,19.45869661865844,19.49473069218161,19.069522026471613,19.210058212280273,5983200
2004-01-21,19.260500836616313,19.39022635933361,18.961415618128047,19.332571029663086,3762300
2004-01-22,19.33257896899215,19.483923756050878,18.97583621241223,19.055112838745117,3775950
2004-01-23,19.076729505356944,19.274921044754368,18.788452777067786,18.936195373535156,4641900
2004-01-26,18.96142023956667,19.242488493776897,18.820884050543825,19.202852249145508,3306900
2004-01-27,19.27492124155496,19.404646801568507,19.033489221407997,19.06231689453125,2944200
2004-01-28,19.091147114117902,19.24970036840325,18.37766159367004,18.478559494018555,4901100
2004-01-29,18.514586965962128,18.644310435056127,18.168654965821652,18.6082763671875,5034150
2004-01-30,18.43171409357914,18.489371513747226,18.00650531100706,18.157852172851562,7136100
2004-02-02,18.219108345437796,18.485763811826427,18.132623262373517,18.294780731201172,4774950
2004-02-03,18.204689023583068,18.442516758068262,18.06415285990567,18.089378356933594,4717050
2004-02-04,18.078563697180893,18.359633900009708,17.952442425886975,18.107391357421875,5619600
2004-02-05,18.647921838834105,18.774043186799506,18.50378345000481,18.70197296142578,8469750
2004-02-06,18.665935683024344,18.98304008414242,18.579452664537598,18.936195373535156,3884550
2004-02-09,19.062307214181125,19.49111992282556,19.026273156555575,19.310945510864258,5230950
2004-02-10,19.31095889599162,19.346992978593704,19.123580016926237,19.224475860595703,4506150
2004-02-11,19.224475544696983,19.703737495485846,19.19204569565528,19.656892776489258,3557400
2004-02-12,19.642480408418244,19.72175704847226,19.368616401656542,19.649686813354492,3650400
2004-02-13,19.81183069980966,19.837056195238787,19.31815822820407,19.332571029663086,2668500
2004-02-17,19.458694676696997,19.620850053285977,19.357796806600422,19.469505310058594,3336300
2004-02-18,19.47311467814926,19.552389240515033,19.116371930790173,19.23528480529785,2692500
2004-02-19,19.54157189405463,19.671297422147834,19.044295170518204,19.076725006103516,4425000
2004-02-20,19.098355067812427,19.098355067812427,18.683956920021075,18.928993225097656,4379700
