date,close,volume
2016-11-01,13.83649730682373,0.0
2016-11-02,13.119811058044434,0.0
2016-11-03,12.790716171264648,0.0
2016-11-04,12.929666519165039,0.0
2016-11-07,12.681018829345703,0.0
2016-11-08,12.798639297485352,8524770.0
2016-11-09,12.88685417175293,0.0
2016-11-10,13.563176155090332,0.0
2016-11-11,13.864581108093262,6987745.0
2016-11-14,14.033662796020508,0.0
2016-11-15,14.636467933654785,0.0
2016-11-16,14.415928840637207,0.0
2016-11-17,14.335062980651855,0.0
2016-11-18,14.636467933654785,0.0
2016-11-21,14.834952354431152,0.0
2016-11-22,14.621763229370117,0.0
2016-11-23,14.908464431762695,0.0
2016-11-25,15.092249870300293,0.0
2016-11-28,14.812897682189941,0.0
2016-11-29,14.460038185119629,0.0
2016-11-30,14.173333168029785,0.0
2016-12-01,14.335062980651855,0.0
2016-12-02,14.474737167358398,0.0
2016-12-05,14.893762588500977,0.0
2016-12-06,14.937870025634766,0.0
2016-12-07,15.349544525146484,0.0
2016-12-08,15.371598243713379,0.0
2016-12-09,16.02586555480957,0.0
2016-12-12,15.864134788513184,0.0
2016-12-13,15.577433586120605,0.0
2016-12-14,15.25398063659668,0.0
2016-12-15,15.114306449890137,0.0
2016-12-16,14.893762588500977,0.0
2016-12-19,14.717330932617188,0.0
2016-12-20,14.776143074035645,0.0
2016-12-21,14.717330932617188,0.0
2016-12-22,14.7540864944458,0.0
2016-12-23,14.540901184082031,2820291.0
2016-12-27,14.540901184082031,3161287.0
2016-12-28,14.151281356811523,4229394.0
2016-12-29,13.746956825256348,6064252.0
2016-12-30,13.629339218139648,6590416.0
2017-01-03,14.107172012329102,5587901.0
2017-01-04,14.482091903686523,5782849.0
2017-01-05,14.776143074035645,7053988.0
2017-01-06,15.165762901306152,7218422.0
2017-01-09,14.989328384399414,6366389.0
2017-01-10,15.224574089050293,5622066.0
2017-01-11,15.51127815246582,5475887.0
2017-01-12,15.437761306762695,7235505.0
2017-01-13,15.533327102661133,6019525.0
2017-01-17,15.246625900268555,3969898.0
2017-01-18,15.349544525146484,3360930.0
2017-01-19,15.665653228759766,4805110.0
2017-01-20,15.650952339172363,7332914.0
2017-01-23,15.680352210998535,5454371.0
2017-01-24,16.297861099243164,10834675.0
2017-01-25,16.68013572692871,4958982.0
2017-01-26,16.80510902404785,4269426.0
2017-01-27,16.613967895507812,3523538.0
2017-01-30,16.540454864501953,4940856.0
2017-01-31,16.753643035888672,7382335.0
2017-02-01,18.6331787109375,21366562.0
2017-02-02,18.57421112060547,10545057.0
2017-02-03,19.090164184570312,7777186.0
2017-02-06,19.311288833618164,13364826.0
2017-02-07,19.620859146118164,9796561.0
2017-02-08,20.122060775756836,9996334.0
2017-02-09,20.608531951904297,11826237.0
2017-02-10,21.83207130432129,15049203.0
2017-02-13,21.85418701171875,13249683.0
2017-02-14,21.75836753845215,15496866.0
2017-02-15,21.529869079589844,6616366.0
2017-02-16,21.736249923706055,6581158.0
2017-02-17,22.045822143554688,6065556.0
2017-02-21,22.325910568237305,5062910.0
2017-02-22,22.517547607421875,5890168.0
2017-02-23,21.79522132873535,9063843.0
2017-02-24,21.610950469970703,5881040.0
2017-02-27,21.551984786987305,3999498.0
2017-02-28,21.22030258178711,5402733.0
2017-03-01,21.773109436035156,4718524.0
2017-03-02,21.036027908325195,3909653.0
2017-03-03,20.70435333251953,4725044.0
2017-03-06,20.416894912719727,4628809.0
2017-03-07,19.88620376586914,8165518.0
2017-03-08,19.790382385253906,5336620.0
2017-03-09,19.52503776550293,5255381.0
2017-03-10,19.7756404876709,5169708.0
2017-03-13,19.753528594970703,4141504.0
2017-03-14,19.65770721435547,2488814.0
2017-03-15,20.09258460998535,2964253.0
2017-03-16,20.13680648803711,3481158.0
2017-03-17,20.269489288330078,7816437.0
2017-03-20,20.542194366455078,4938639.0
2017-03-21,19.7166748046875,8356293.0
2017-03-22,19.53240966796875,4547961.0
2017-03-23,19.665082931518555,5213392.0
2017-03-24,19.665082931518555,3822285.0
2017-03-27,19.57663345336914,3680279.0
2017-03-28,19.930431365966797,3320114.0
2017-03-29,19.311288833618164,4206834.0
2017-03-30,19.57663345336914,3326634.0
2017-03-31,19.414472579956055,3278778.0
2017-04-03,19.296546936035156,3058402.0
2017-04-04,19.443952560424805,6896465.0
2017-04-05,19.082794189453125,4870049.0
2017-04-06,19.28179931640625,2068535.0
2017-04-07,19.466068267822266,2363500.0
2017-04-10,19.55452537536621,3410090.0
2017-04-11,19.598743438720703,4193794.0
2017-04-12,19.05331039428711,7089848.0
2017-04-13,19.090164184570312,6053298.0
2017-04-17,19.672449111938477,16474345.0
2017-04-18,19.016456604003906,12056262.0
2017-04-19,19.141765594482422,6661875.0
2017-04-20,19.244949340820312,3008980.0
2017-04-21,19.163867950439453,3883573.0
2017-04-24,19.237579345703125,5968930.0
2017-04-25,19.88620376586914,6499136.0
2017-04-26,20.269489288330078,7444406.0
2017-04-27,20.063098907470703,4748516.0
2017-04-28,20.144176483154297,5689352.0
2017-05-01,20.085206985473633,4207486.0
2017-05-02,20.011505126953125,4294594.0
2017-05-03,19.782506942749023,3355844.0
2017-05-04,19.664316177368164,3841062.0
2017-05-05,20.166624069213867,3092045.0
2017-05-08,20.00411605834961,2429743.0
2017-05-09,20.1370849609375,2751570.0
2017-05-10,20.151865005493164,2603436.0
2017-05-11,20.100147247314453,2466777.0
2017-05-12,20.462106704711914,3719399.0
2017-05-15,20.75759506225586,3879139.0
2017-05-16,20.247888565063477,3165330.0
2017-05-17,19.826826095581055,4417039.0
2017-05-18,19.88592529296875,2515286.0
2017-05-19,20.373462677001953,2622866.0
2017-05-22,20.410402297973633,3510890.0
2017-05-23,20.587696075439453,2584528.0
2017-05-24,20.742822647094727,2576834.0
2017-05-25,20.100147247314453,3909001.0
2017-05-26,20.25527572631836,2857325.0
2017-05-30,20.10753059387207,5367394.0
2017-05-31,20.29221534729004,10558227.0
2017-06-01,20.66156005859375,7362384.0
2017-06-02,20.80191993713379,3160635.0
2017-06-05,20.29221534729004,3359104.0
2017-06-06,20.29221534729004,2380322.0
2017-06-07,19.87114906311035,3724094.0
2017-06-08,20.277437210083008,2112350.0
2017-06-09,20.21095085144043,2585962.0
2017-06-12,19.812047958374023,2727577.0
2017-06-13,20.432567596435547,2924481.0
2017-06-14,19.87114906311035,2723404.0
2017-06-15,19.723411560058594,3757867.0
2017-06-16,19.523954391479492,4224699.0
2017-06-19,19.65692138671875,3219446.0
2017-06-20,19.50918197631836,1831990.0
2017-06-21,18.70399284362793,4138896.0
2017-06-22,18.68922233581543,3689146.0
2017-06-23,18.866514205932617,6684174.0
2017-06-26,17.736291885375977,26356970.0
2017-06-27,16.13330841064453,27554824.0
2017-06-28,17.064071655273438,14174610.0
2017-06-29,16.857236862182617,7859599.0
2017-06-30,16.731660842895508,9985771.0
2017-07-03,16.87200927734375,4411562.0
2017-07-05,16.982816696166992,7358342.0
2017-07-06,16.93110466003418,5794976.0
2017-07-07,17.086238861083984,4078260.0
2017-07-10,17.603330612182617,7051510.0
2017-07-11,17.743684768676758,5650493.0
2017-07-12,17.8692569732666,3638160.0
2017-07-13,18.06132698059082,5811667.0
2017-07-14,18.017000198364258,3421696.0
2017-07-17,18.430675506591797,5603158.0
2017-07-18,18.378969192504883,3658372.0
2017-07-19,18.556251525878906,2918482.0
2017-07-20,18.282934188842773,7933145.0
2017-07-21,18.622739791870117,4952853.0
2017-07-24,18.59319496154785,7415587.0
2017-07-25,19.147214889526367,6073250.0
2017-07-26,18.903446197509766,3918259.0
2017-07-27,18.556251525878906,4363184.0
2017-07-28,18.430675506591797,2495204.0
2017-07-31,18.312482833862305,3201059.0
2017-08-01,18.54148292541504,4228872.0
2017-08-02,18.423002243041992,6563684.0
2017-08-03,18.75621795654297,6384254.0
2017-08-04,18.608121871948242,2951082.0
2017-08-07,18.76362419128418,3751999.0
2017-08-08,18.50446128845215,4665582.0
2017-08-09,18.252696990966797,3354279.0
2017-08-10,17.786197662353516,3593433.0
2017-08-11,17.763980865478516,3000374.0
2017-08-14,18.186050415039062,2427135.0
2017-08-15,18.32674217224121,4025057.0
2017-08-16,18.393388748168945,4596730.0
2017-08-17,17.978723526000977,2161119.0
2017-08-18,17.986127853393555,3400180.0
2017-08-21,18.126821517944336,3512846.0
2017-08-22,19.02279281616211,4621898.0
2017-08-23,18.933931350708008,2630429.0
2017-08-24,18.859886169433594,2973642.0
