date,close,volume
2019-04-11,38.25,9287900.0
2019-04-12,39.5,1504700.0
2019-04-15,39.16999816894531,961200.0
2019-04-16,38.04999923706055,727600.0
2019-04-17,40.0,1143200.0
2019-04-18,39.150001525878906,600800.0
2019-04-22,39.38999938964844,330400.0
2019-04-23,39.880001068115234,289200.0
2019-04-24,40.20000076293945,331600.0
2019-04-25,39.5,381700.0
2019-04-26,43.20000076293945,476900.0
2019-04-29,46.5,688400.0
2019-04-30,46.900001525878906,755000.0
2019-05-01,46.81999969482422,518700.0
2019-05-02,45.7400016784668,517000.0
2019-05-03,46.400001525878906,293300.0
2019-05-06,49.040000915527344,546400.0
2019-05-07,49.040000915527344,491800.0
2019-05-08,49.08000183105469,270600.0
2019-05-09,49.22999954223633,189600.0
2019-05-10,51.81999969482422,378800.0
2019-05-13,49.45000076293945,542900.0
2019-05-14,52.59000015258789,437900.0
2019-05-15,53.45000076293945,263700.0
2019-05-16,55.63999938964844,641700.0
2019-05-17,54.689998626708984,298900.0
2019-05-20,55.060001373291016,428100.0
2019-05-21,54.869998931884766,339700.0
2019-05-22,53.9900016784668,137500.0
2019-05-23,51.97999954223633,339400.0
2019-05-24,53.209999084472656,131800.0
2019-05-28,52.47999954223633,122400.0
2019-05-29,51.900001525878906,282100.0
2019-05-30,51.810001373291016,187700.0
2019-05-31,51.400001525878906,234400.0
2019-06-03,46.209999084472656,698600.0
2019-06-04,44.65999984741211,861000.0
2019-06-05,47.58000183105469,582600.0
2019-06-06,47.560001373291016,1017700.0
2019-06-07,48.900001525878906,2195000.0
2019-06-10,49.849998474121094,714100.0
2019-06-11,50.2400016784668,365800.0
2019-06-12,55.310001373291016,661500.0
2019-06-13,54.099998474121094,461600.0
2019-06-14,57.369998931884766,414300.0
2019-06-17,55.27000045776367,568400.0
2019-06-18,54.45000076293945,405200.0
2019-06-19,54.36000061035156,409200.0
2019-06-20,53.790000915527344,456600.0
2019-06-21,53.40999984741211,908600.0
2019-06-24,49.279998779296875,988800.0
2019-06-25,47.52000045776367,693600.0
2019-06-26,46.47999954223633,913200.0
2019-06-27,47.779998779296875,1103400.0
2019-06-28,47.04999923706055,1217800.0
2019-07-01,46.08000183105469,842200.0
2019-07-02,46.2599983215332,660700.0
2019-07-03,47.029998779296875,321600.0
2019-07-05,47.689998626708984,350300.0
2019-07-08,47.68000030517578,579900.0
2019-07-09,49.70000076293945,476300.0
2019-07-10,50.52000045776367,574600.0
2019-07-11,49.400001525878906,621800.0
2019-07-12,48.58000183105469,816600.0
